Index,ground,margin,matchdate,matchid,team1,team2,winner
967,Nairobi (Ruaraka),1 wicket,"Feb 2, 2007",267384,Kenya,Ireland,Kenya
966,Nairobi (Gym),56 runs,"Feb 2, 2007",267386,Bermuda,Canada,Canada
965,Sydney,92 runs,"Feb 2, 2007",249235,Australia,England,England
964,Nairobi (Gym),7 wickets,"Jan 31, 2007",267383,Kenya,Netherlands,Kenya
963,Nairobi (Ruaraka),7 runs,"Jan 31, 2007",267381,Canada,Scotland,Scotland
962,Nairobi (Jaff),4 wickets,"Jan 31, 2007",267382,Bermuda,Ireland,Ireland
961,Vadodara,160 runs,"Jan 31, 2007",267709,India,West Indies,India
960,Nairobi (Gym),3 wickets,"Jan 30, 2007",267380,Ireland,Scotland,Scotland
959,Nairobi (Ruaraka),8 wickets,"Jan 30, 2007",267378,Canada,Netherlands,Netherlands
958,Perth,58 runs,"Jan 30, 2007",249238,England,New Zealand,New Zealand
957,Nairobi (Jaff),10 wickets,"Jan 29, 2007",267379,Kenya,Bermuda,Kenya
956,Perth,8 runs,"Jan 28, 2007",249230,Australia,New Zealand,Australia
955,Chennai,3 wickets,"Jan 27, 2007",267708,India,West Indies,West Indies
954,Adelaide,9 wickets,"Jan 26, 2007",249234,Australia,England,Australia
953,Cuttack,20 runs,"Jan 24, 2007",267707,India,West Indies,India
952,Mombasa,69 runs,"Jan 24, 2007",273230,Kenya,Canada,Canada
951,Mombasa,2 wickets,"Jan 23, 2007",273232,Canada,Scotland,Scotland
950,Adelaide,90 runs,"Jan 23, 2007",249237,England,New Zealand,New Zealand
949,Mombasa,6 runs,"Jan 21, 2007",273231,Kenya,Scotland,Kenya
948,Nagpur,14 runs,"Jan 21, 2007",267706,India,West Indies,India
947,Sydney,2 wickets,"Jan 21, 2007",249229,Australia,New Zealand,Australia
946,Brisbane,4 wickets,"Jan 19, 2007",249233,Australia,England,Australia
945,Mombasa,2 wickets,"Jan 18, 2007",273229,Canada,Scotland,Scotland
944,Mombasa,190 runs,"Jan 17, 2007",273228,Kenya,Scotland,Kenya
943,Hobart,3 wickets,"Jan 16, 2007",249236,England,New Zealand,England
942,Hobart,105 runs,"Jan 14, 2007",249228,Australia,New Zealand,Australia
941,Melbourne,8 wickets,"Jan 12, 2007",249232,Australia,England,Australia
940,Hamilton,,"Jan 9, 2007",251493,New Zealand,Sri Lanka,no result
939,Auckland,189 runs,"Jan 6, 2007",251492,New Zealand,Sri Lanka,Sri Lanka
938,Christchurch,4 wickets,"Jan 2, 2007",251491,New Zealand,Sri Lanka,New Zealand
937,Queenstown,1 wicket,"Dec 31, 2006",251490,New Zealand,Sri Lanka,New Zealand
936,Napier,7 wickets,"Dec 28, 2006",251489,New Zealand,Sri Lanka,Sri Lanka
935,Dhaka,146 runs,"Dec 17, 2006",264076,Bangladesh,Scotland,Bangladesh
934,Karachi,7 wickets,"Dec 16, 2006",257772,Pakistan,West Indies,Pakistan
933,Chattogram,6 wickets,"Dec 15, 2006",264075,Bangladesh,Scotland,Bangladesh
932,Multan,7 wickets,"Dec 13, 2006",257771,Pakistan,West Indies,West Indies
931,Lahore,7 wickets,"Dec 10, 2006",257770,Pakistan,West Indies,Pakistan
930,Dhaka,3 wickets,"Dec 9, 2006",264071,Bangladesh,Zimbabwe,Bangladesh
929,Dhaka,8 wickets,"Dec 8, 2006",264070,Bangladesh,Zimbabwe,Bangladesh
928,Faisalabad,2 wickets,"Dec 7, 2006",257769,Pakistan,West Indies,Pakistan
927,Bogra,26 runs,"Dec 5, 2006",264069,Bangladesh,Zimbabwe,Bangladesh
926,Centurion,9 wickets,"Dec 3, 2006",249214,South Africa,India,South Africa
925,Bogra,6 wickets,"Dec 3, 2006",264068,Bangladesh,Zimbabwe,Bangladesh
924,Benoni,6 wickets,"Dec 2, 2006",259389,Bermuda,Netherlands,Bermuda
923,Benoni,1 wicket,"Dec 1, 2006",259391,Canada,Netherlands,Netherlands
922,Benoni,3 wickets,"Nov 30, 2006",259390,Bermuda,Canada,Canada
921,Khulna,9 wickets,"Nov 30, 2006",264066,Bangladesh,Zimbabwe,Bangladesh
920,Port Elizabeth,80 runs,"Nov 29, 2006",249213,South Africa,India,South Africa
919,Potchefstroom,8 wickets,"Nov 28, 2006",259385,Bermuda,Netherlands,Netherlands
918,Potchefstroom,5 wickets,"Nov 27, 2006",259384,Bermuda,Canada,Canada
917,Cape Town,106 runs,"Nov 26, 2006",249212,South Africa,India,South Africa
916,Potchefstroom,17 runs,"Nov 26, 2006",259388,Canada,Netherlands,Netherlands
915,Durban,157 runs,"Nov 22, 2006",249211,South Africa,India,South Africa
914,Mombasa,104 runs,"Nov 14, 2006",258008,Kenya,Bermuda,Kenya
913,Mombasa,7 wickets,"Nov 12, 2006",258007,Kenya,Bermuda,Kenya
912,Mombasa,79 runs,"Nov 11, 2006",258006,Kenya,Bermuda,Kenya
911,Mumbai (BS),8 wickets,"Nov 5, 2006",249759,Australia,West Indies,Australia
910,Jaipur,6 wickets,"Nov 2, 2006",249758,South Africa,West Indies,West Indies
909,Mohali,34 runs,"Nov 1, 2006",249757,Australia,New Zealand,Australia
908,Mohali,6 wickets,"Oct 29, 2006",249756,India,Australia,Australia
907,Ahmedabad,3 wickets,"Oct 28, 2006",249755,England,West Indies,England
906,Mohali,124 runs,"Oct 27, 2006",249754,Pakistan,South Africa,South Africa
905,Ahmedabad,3 wickets,"Oct 26, 2006",249753,India,West Indies,West Indies
904,Mohali,51 runs,"Oct 25, 2006",249752,New Zealand,Pakistan,New Zealand
903,Ahmedabad,78 runs,"Oct 24, 2006",249751,South Africa,Sri Lanka,South Africa
902,Jaipur,6 wickets,"Oct 21, 2006",249750,Australia,England,Australia
901,Mumbai (BS),7 wickets,"Oct 20, 2006",249749,New Zealand,Sri Lanka,Sri Lanka
900,Mumbai (BS),10 runs,"Oct 18, 2006",249748,Australia,West Indies,West Indies
899,Jaipur,4 wickets,"Oct 17, 2006",249747,Pakistan,Sri Lanka,Pakistan
898,Mumbai (BS),87 runs,"Oct 16, 2006",249746,New Zealand,South Africa,New Zealand
897,Jaipur,4 wickets,"Oct 15, 2006",249745,India,England,India
896,Mumbai (BS),9 wickets,"Oct 14, 2006",249744,Sri Lanka,West Indies,Sri Lanka
895,Jaipur,101 runs,"Oct 13, 2006",249743,Bangladesh,Zimbabwe,Bangladesh
894,Jaipur,10 wickets,"Oct 11, 2006",249742,Bangladesh,West Indies,West Indies
893,Ahmedabad,144 runs,"Oct 10, 2006",249741,Sri Lanka,Zimbabwe,Sri Lanka
892,Ahmedabad,9 wickets,"Oct 8, 2006",249740,West Indies,Zimbabwe,West Indies
891,Mohali,37 runs,"Oct 7, 2006",249739,Bangladesh,Sri Lanka,Sri Lanka
890,Kuala Lumpur,127 runs,"Sep 24, 2006",256615,Australia,West Indies,Australia
889,Kuala Lumpur,18 runs,"Sep 22, 2006",256614,Australia,India,Australia
888,Potchefstroom,171 runs,"Sep 20, 2006",257470,South Africa,Zimbabwe,South Africa
887,Kuala Lumpur,16 runs,"Sep 20, 2006",256612,India,West Indies,India
886,East London,6 wickets,"Sep 18, 2006",259793,South Africa,Zimbabwe,South Africa
885,Kuala Lumpur,3 wickets,"Sep 18, 2006",256610,Australia,West Indies,West Indies
884,Kuala Lumpur,,"Sep 16, 2006",256608,Australia,India,no result
883,Bloemfontein,5 wickets,"Sep 15, 2006",255961,South Africa,Zimbabwe,South Africa
882,Kuala Lumpur,29 runs,"Sep 14, 2006",256607,India,West Indies,West Indies
881,Kuala Lumpur,78 runs,"Sep 12, 2006",256606,Australia,West Indies,Australia
880,Birmingham,3 wickets,"Sep 10, 2006",225249,England,Pakistan,England
879,Nottingham,8 wickets,"Sep 8, 2006",225248,England,Pakistan,England
878,Southampton,2 wickets,"Sep 5, 2006",225247,England,Pakistan,Pakistan
877,Lord's,7 wickets,"Sep 2, 2006",225246,England,Pakistan,Pakistan
876,Cardiff,,"Aug 30, 2006",225245,England,Pakistan,no result
875,Toronto,11 runs,"Aug 21, 2006",251470,Canada,Bermuda,Bermuda
874,Toronto,6 wickets,"Aug 19, 2006",251469,Canada,Bermuda,Bermuda
873,Colombo (SSC),,"Aug 18-19, 2006",256665,Sri Lanka,India,no result
872,Nairobi (Gym),6 wickets,"Aug 15, 2006",249380,Kenya,Bangladesh,Bangladesh
871,Nairobi (Gym),2 wickets,"Aug 13, 2006",249379,Kenya,Bangladesh,Bangladesh
870,Nairobi (Gym),6 wickets,"Aug 12, 2006",249378,Kenya,Bangladesh,Bangladesh
869,Ayr,,"Aug 8, 2006",253018,Ireland,Netherlands,no result
868,Toronto,5 wickets,"Aug 6, 2006",251481,Canada,Kenya,Kenya
867,Ayr,4 wickets,"Aug 6, 2006",253016,Scotland,Netherlands,Scotland
866,Harare,8 wickets,"Aug 6, 2006",249207,Zimbabwe,Bangladesh,Bangladesh
865,Toronto,108 runs,"Aug 5, 2006",251480,Canada,Kenya,Kenya
864,Ayr,85 runs,"Aug 5, 2006",253010,Scotland,Ireland,Ireland
863,Harare,7 wickets,"Aug 4, 2006",249206,Zimbabwe,Bangladesh,Zimbabwe
862,Harare,2 wickets,"Aug 2, 2006",249205,Zimbabwe,Bangladesh,Zimbabwe
861,Harare,62 runs,"Jul 30, 2006",249204,Zimbabwe,Bangladesh,Bangladesh
860,Harare,2 wickets,"Jul 29, 2006",249203,Zimbabwe,Bangladesh,Zimbabwe
859,Amstelveen,55 runs,"Jul 6, 2006",247828,Netherlands,Sri Lanka,Sri Lanka
858,Amstelveen,195 runs,"Jul 4, 2006",247827,Netherlands,Sri Lanka,Sri Lanka
857,Leeds,8 wickets,"Jul 1, 2006",225254,England,Sri Lanka,Sri Lanka
856,Manchester,33 runs,"Jun 28, 2006",225253,England,Sri Lanka,Sri Lanka
855,Edinburgh,5 wickets,"Jun 27, 2006",240777,Scotland,Pakistan,Pakistan
854,Chester-le-Street,8 wickets,"Jun 24, 2006",225252,England,Sri Lanka,Sri Lanka
853,The Oval,46 runs,"Jun 20, 2006",225251,England,Sri Lanka,Sri Lanka
852,Lord's,20 runs,"Jun 17, 2006",225250,England,Sri Lanka,Sri Lanka
851,Belfast,38 runs,"Jun 13, 2006",225171,Ireland,England,England
850,Port of Spain,19 runs,"May 28, 2006",239919,West Indies,India,West Indies
849,Port of Spain,6 wickets,"May 26, 2006",239918,West Indies,India,West Indies
848,Basseterre,4 wickets,"May 23, 2006",239917,West Indies,India,West Indies
847,Kingston,1 run,"May 20, 2006",239916,West Indies,India,West Indies
846,Port of Spain,83 runs,"May 20, 2006",247363,Bermuda,Zimbabwe,Zimbabwe
845,Kingston,5 wickets,"May 18, 2006",239915,West Indies,India,India
844,Port of Spain,194 runs,"May 18, 2006",247361,Bermuda,Zimbabwe,Zimbabwe
843,Port of Spain,3 wickets,"May 17, 2006",247360,Bermuda,Canada,Bermuda
842,Port of Spain,143 runs,"May 16, 2006",247359,Canada,Zimbabwe,Zimbabwe
841,Port of Spain,104 runs,"May 14, 2006",239913,West Indies,Zimbabwe,West Indies
840,Port of Spain,,"May 13, 2006",239912,West Indies,Zimbabwe,no result
839,Gros Islet,10 wickets,"May 10, 2006",239911,West Indies,Zimbabwe,West Indies
838,Georgetown,82 runs,"May 7, 2006",239910,West Indies,Zimbabwe,West Indies
837,St John's,98 runs,"Apr 30, 2006",239908,West Indies,Zimbabwe,West Indies
836,St John's,5 wickets,"Apr 29, 2006",239907,West Indies,Zimbabwe,West Indies
835,Fatullah,9 wickets,"Apr 28, 2006",238175,Bangladesh,Australia,Australia
834,Fatullah,67 runs,"Apr 26, 2006",238174,Bangladesh,Australia,Australia
833,Chattogram,4 wickets,"Apr 23, 2006",238173,Bangladesh,Australia,Australia
832,Abu Dhabi,51 runs,"Apr 19, 2006",244511,India,Pakistan,India
831,Abu Dhabi,6 wickets,"Apr 18, 2006",244510,India,Pakistan,Pakistan
830,Indore,7 wickets,"Apr 15, 2006",238194,India,England,India
829,Jamshedpur,5 wickets,"Apr 12, 2006",238193,India,England,England
828,Kochi,4 wickets,"Apr 6, 2006",238191,India,England,India
827,Margao,49 runs,"Apr 3, 2006",238190,India,England,India
826,Faridabad,4 wickets,"Mar 31, 2006",238189,India,England,India
825,Delhi,39 runs,"Mar 28, 2006",238188,India,England,India
824,Fatullah,7 wickets,"Mar 25, 2006",239905,Bangladesh,Kenya,Bangladesh
823,Fatullah,20 runs,"Mar 23, 2006",239904,Bangladesh,Kenya,Bangladesh
822,Colombo (SSC),4 wickets,"Mar 22, 2006",238215,Sri Lanka,Pakistan,Pakistan
821,Khulna,9 wickets,"Mar 20, 2006",239903,Bangladesh,Kenya,Bangladesh
820,Colombo (RPS),4 wickets,"Mar 19, 2006",238214,Sri Lanka,Pakistan,Pakistan
819,Colombo (RPS),,"Mar 17, 2006",238213,Sri Lanka,Pakistan,no result
818,Bogra,131 runs,"Mar 17, 2006",239902,Bangladesh,Kenya,Bangladesh
817,Johannesburg,1 wicket,"Mar 12, 2006",238200,South Africa,Australia,South Africa
816,Durban,1 wicket,"Mar 10, 2006",238199,South Africa,Australia,Australia
815,Port Elizabeth,24 runs,"Mar 5, 2006",238198,South Africa,Australia,Australia
814,Auckland,3 wickets,"Mar 4, 2006",238179,New Zealand,West Indies,West Indies
813,Cape Town,196 runs,"Mar 3, 2006",238197,South Africa,Australia,South Africa
812,Harare,109 runs,"Mar 3, 2006",238211,Zimbabwe,Kenya,Zimbabwe
811,Harare,65 runs,"Mar 1, 2006",238210,Zimbabwe,Kenya,Kenya
810,Napier,91 runs,"Mar 1, 2006",238178,New Zealand,West Indies,New Zealand
809,Centurion,6 wickets,"Feb 26, 2006",238196,South Africa,Australia,South Africa
808,Bulawayo,79 runs,"Feb 26, 2006",238209,Zimbabwe,Kenya,Kenya
807,Bulawayo,8 wickets,"Feb 25, 2006",238208,Zimbabwe,Kenya,Zimbabwe
806,Chattogram,78 runs,"Feb 25, 2006",238170,Bangladesh,Sri Lanka,Sri Lanka
805,Christchurch,21 runs,"Feb 25, 2006",238177,New Zealand,West Indies,New Zealand
804,Bogra,4 wickets,"Feb 22, 2006",238169,Bangladesh,Sri Lanka,Bangladesh
803,Queenstown,3 wickets,"Feb 22, 2006",238176,New Zealand,West Indies,New Zealand
802,Bogra,5 wickets,"Feb 20, 2006",237574,Bangladesh,Sri Lanka,Sri Lanka
801,Karachi,8 wickets,"Feb 19, 2006",237571,Pakistan,India,India
800,Wellington,81 runs,"Feb 18, 2006",237568,New Zealand,West Indies,New Zealand
799,Multan,5 wickets,"Feb 16, 2006",237222,Pakistan,India,India
798,Brisbane,9 wickets,"Feb 14, 2006",236963,Australia,Sri Lanka,Australia
797,Lahore,5 wickets,"Feb 13, 2006",236809,Pakistan,India,India
796,Sydney,167 runs,"Feb 12, 2006",236595,Australia,Sri Lanka,Australia
795,Rawalpindi,7 wickets,"Feb 11, 2006",236520,Pakistan,India,India
794,Adelaide,22 runs,"Feb 10, 2006",236358,Australia,Sri Lanka,Sri Lanka
793,Hobart,76 runs,"Feb 7, 2006",226386,South Africa,Sri Lanka,Sri Lanka
792,Peshawar,7 runs,"Feb 6, 2006",235831,Pakistan,India,Pakistan
791,Sydney,57 runs,"Feb 5, 2006",226378,Australia,South Africa,Australia
790,Melbourne (Docklands),80 runs,"Feb 3, 2006",226377,Australia,South Africa,Australia
789,Perth,5 wickets,"Jan 31, 2006",226385,South Africa,Sri Lanka,South Africa
788,Perth,6 wickets,"Jan 29, 2006",226382,Australia,Sri Lanka,Australia
787,Adelaide,5 wickets,"Jan 26, 2006",226381,Australia,Sri Lanka,Australia
786,Adelaide,9 runs,"Jan 24, 2006",226384,South Africa,Sri Lanka,South Africa
785,Sydney,51 runs,"Jan 22, 2006",226380,Australia,Sri Lanka,Sri Lanka
784,Melbourne (Docklands),59 runs,"Jan 20, 2006",226376,Australia,South Africa,Australia
783,Brisbane,94 runs,"Jan 17, 2006",226383,South Africa,Sri Lanka,Sri Lanka
782,Brisbane,5 wickets,"Jan 15, 2006",226375,Australia,South Africa,South Africa
781,Melbourne (Docklands),116 runs,"Jan 13, 2006",226379,Australia,Sri Lanka,Australia
780,Napier,20 runs,"Jan 8, 2006",226393,New Zealand,Sri Lanka,Sri Lanka
779,Wellington,21 runs,"Jan 6, 2006",226392,New Zealand,Sri Lanka,New Zealand
778,Christchurch,5 wickets,"Jan 3, 2006",226391,New Zealand,Sri Lanka,New Zealand
777,Queenstown,7 wickets,"Dec 31, 2005",226390,New Zealand,Sri Lanka,New Zealand
776,Rawalpindi,6 runs,"Dec 21, 2005",226356,Pakistan,England,England
775,Rawalpindi,13 runs,"Dec 19, 2005",226355,Pakistan,England,Pakistan
774,Karachi,165 runs,"Dec 15, 2005",226354,Pakistan,England,Pakistan
773,Lahore,7 wickets,"Dec 12, 2005",226353,Pakistan,England,Pakistan
772,Lahore,42 runs,"Dec 10, 2005",226352,Pakistan,England,England
771,Christchurch,2 wickets,"Dec 10, 2005",226366,New Zealand,Australia,New Zealand
770,Wellington,2 runs,"Dec 7, 2005",226365,New Zealand,Australia,Australia
769,Auckland,147 runs,"Dec 3, 2005",226364,New Zealand,Australia,Australia
768,Mumbai,5 wickets,"Nov 28, 2005",226359,India,South Africa,India
767,Kolkata,10 wickets,"Nov 25, 2005",226358,India,South Africa,South Africa
766,Bengaluru,6 wickets,"Nov 19, 2005",226315,India,South Africa,India
765,Hyderabad (Deccan),5 wickets,"Nov 16, 2005",225959,India,South Africa,South Africa
764,Vadodara,5 wickets,"Nov 12, 2005",225437,India,Sri Lanka,India
763,Rajkot,7 wickets,"Nov 9, 2005",224556,India,Sri Lanka,India
762,Ahmedabad,5 wickets,"Nov 6, 2005",224231,India,Sri Lanka,Sri Lanka
761,Centurion,5 wickets,"Nov 6, 2005",224227,South Africa,New Zealand,South Africa
760,Durban,,"Nov 4, 2005",224044,South Africa,New Zealand,no result
759,Pune,4 wickets,"Nov 3, 2005",223902,India,Sri Lanka,India
758,Jaipur,6 wickets,"Oct 31, 2005",223634,India,Sri Lanka,India
757,Port Elizabeth,4 wickets,"Oct 30, 2005",223542,South Africa,New Zealand,South Africa
756,Cape Town,19 runs,"Oct 28, 2005",223335,South Africa,New Zealand,South Africa
755,Mohali,8 wickets,"Oct 28, 2005",223334,India,Sri Lanka,India
754,Nagpur,152 runs,"Oct 25, 2005",223018,India,Sri Lanka,India
753,Bloemfontein,2 wickets,"Oct 23, 2005",222857,South Africa,New Zealand,South Africa
752,Melbourne (Docklands),156 runs,"Oct 9, 2005",221337,Australia,ICC World XI,Australia
751,Melbourne (Docklands),55 runs,"Oct 7, 2005",221083,Australia,ICC World XI,Australia
750,Melbourne (Docklands),93 runs,"Oct 5, 2005",220935,Australia,ICC World XI,Australia
749,Harare,6 wickets,"Sep 6, 2005",218250,India,New Zealand,New Zealand
748,Harare,4 wickets,"Sep 4, 2005",217979,Zimbabwe,India,India
747,Colombo (RPS),6 wickets,"Sep 4, 2005",217978,Sri Lanka,Bangladesh,Sri Lanka
746,Harare,6 wickets,"Sep 2, 2005",217811,India,New Zealand,India
745,Colombo (RPS),75 runs,"Sep 2, 2005",217810,Sri Lanka,Bangladesh,Sri Lanka
744,Harare,27 runs,"Aug 31, 2005",217648,Zimbabwe,New Zealand,New Zealand
743,Colombo (SSC),88 runs,"Aug 31, 2005",217647,Sri Lanka,Bangladesh,Sri Lanka
742,Harare,161 runs,"Aug 29, 2005",217481,Zimbabwe,India,India
741,Bulawayo,51 runs,"Aug 26, 2005",217116,India,New Zealand,New Zealand
740,Bulawayo,192 runs,"Aug 24, 2005",216929,Zimbabwe,New Zealand,New Zealand
739,Durban,,"Aug 21, 2005",216669,Africa XI,Asia XI,no result
738,Durban,17 runs,"Aug 20, 2005",216591,Africa XI,Asia XI,Asia XI
737,Centurion,2 runs,"Aug 17, 2005",216271,Africa XI,Asia XI,Africa XI
736,Colombo (RPS),18 runs,"Aug 9, 2005",215449,Sri Lanka,India,Sri Lanka
735,Colombo (RPS),7 runs,"Aug 7, 2005",215286,India,West Indies,India
734,Colombo (RPS),33 runs,"Aug 6, 2005",215134,Sri Lanka,West Indies,West Indies
733,Dambulla,4 wickets,"Aug 3, 2005",214921,Sri Lanka,India,Sri Lanka
732,Dambulla,50 runs,"Aug 2, 2005",214852,Sri Lanka,West Indies,Sri Lanka
731,Dambulla,6 wickets,"Jul 31, 2005",214742,India,West Indies,India
730,Dambulla,3 wickets,"Jul 30, 2005",214634,Sri Lanka,India,Sri Lanka
729,The Oval,8 wickets,"Jul 12, 2005",213288,England,Australia,Australia
728,Lord's,7 wickets,"Jul 10, 2005",213080,England,Australia,Australia
727,Leeds,9 wickets,"Jul 7, 2005",212795,England,Australia,England
726,Lord's,,"Jul 2, 2005",212452,England,Australia,tied
725,Canterbury,6 wickets,"Jun 30, 2005",212253,Australia,Bangladesh,Australia
724,Birmingham,,"Jun 28, 2005",212020,England,Australia,no result
723,Leeds,5 wickets,"Jun 26, 2005",211860,England,Bangladesh,England
722,Manchester,10 wickets,"Jun 25, 2005",211824,Australia,Bangladesh,Australia
721,Chester-le-Street,57 runs,"Jun 23, 2005",211678,England,Australia,Australia
720,Nottingham,168 runs,"Jun 21, 2005",211579,England,Bangladesh,England
719,Bristol,3 wickets,"Jun 19, 2005",211425,England,Australia,England
718,Cardiff,5 wickets,"Jun 18, 2005",211364,Australia,Bangladesh,Bangladesh
717,The Oval,10 wickets,"Jun 16, 2005",211244,England,Bangladesh,England
716,Gros Islet,22 runs,"May 22, 2005",209768,West Indies,Pakistan,Pakistan
715,Gros Islet,40 runs,"May 21, 2005",209733,West Indies,Pakistan,Pakistan
714,Kingstown,59 runs,"May 18, 2005",209582,West Indies,Pakistan,Pakistan
713,Port of Spain,7 wickets,"May 15, 2005",209339,West Indies,South Africa,South Africa
712,Port of Spain,6 wickets,"May 14, 2005",209297,West Indies,South Africa,South Africa
711,Bridgetown,1 run,"May 11, 2005",209027,West Indies,South Africa,South Africa
710,Kingston,8 wickets,"May 8, 2005",208835,West Indies,South Africa,South Africa
709,Kingston,8 wickets,"May 7, 2005",208811,West Indies,South Africa,South Africa
708,Delhi,159 runs,"Apr 17, 2005",64943,India,Pakistan,Pakistan
707,Kanpur,5 wickets,"Apr 15, 2005",64942,India,Pakistan,Pakistan
706,Ahmedabad,3 wickets,"Apr 12, 2005",64941,India,Pakistan,Pakistan
705,Jamshedpur,106 runs,"Apr 9, 2005",64940,India,Pakistan,Pakistan
704,Visakhapatnam,58 runs,"Apr 5, 2005",64939,India,Pakistan,India
703,Kochi,87 runs,"Apr 2, 2005",64938,India,Pakistan,India
702,Napier,122 runs,"Mar 5, 2005",64937,New Zealand,Australia,Australia
701,Port Elizabeth,5 wickets,"Mar 2, 2005",64936,South Africa,Zimbabwe,South Africa
700,Wellington,7 wickets,"Mar 1, 2005",64935,New Zealand,Australia,Australia
699,Durban,131 runs,"Feb 27, 2005",64934,South Africa,Zimbabwe,South Africa
698,Auckland,86 runs,"Feb 26, 2005",64933,New Zealand,Australia,Australia
697,Johannesburg,165 runs,"Feb 25, 2005",64932,South Africa,Zimbabwe,South Africa
696,Christchurch,106 runs,"Feb 22, 2005",64931,New Zealand,Australia,Australia
695,Wellington,10 runs,"Feb 19, 2005",64930,New Zealand,Australia,Australia
694,Centurion,3 wickets,"Feb 13, 2005",64929,South Africa,England,South Africa
693,Durban,,"Feb 11, 2005",64928,South Africa,England,no result
692,East London,7 runs,"Feb 9, 2005",64927,South Africa,England,South Africa
691,Cape Town,108 runs,"Feb 6, 2005",64926,South Africa,England,South Africa
690,Sydney,31 runs,"Feb 6, 2005",65667,Australia,Pakistan,Australia
689,Port Elizabeth,3 wickets,"Feb 4, 2005",64925,South Africa,England,South Africa
688,Melbourne,18 runs,"Feb 4, 2005",65666,Australia,Pakistan,Australia
687,Bloemfontein,,"Feb 2, 2005",64924,South Africa,England,tied
686,Perth,30 runs,"Feb 1, 2005",65665,Pakistan,West Indies,Pakistan
685,Dhaka,8 wickets,"Jan 31, 2005",64923,Bangladesh,Zimbabwe,Bangladesh
684,Johannesburg,26 runs,"Jan 30, 2005",64922,South Africa,England,England
